Fiscal Year,city,state,zip,type,industry,workState,wage,occupation
2024,CHICAGO,IL,60606.0,h1,,,,
2024,NORTH CHICAGO,IL,60064.0,h1,,,,
2024,NORTH CHICAGO,IL,60064.0,h1,,,,
2024,NORTH CHICAGO,IL,60064.0,h1,,,,
2024,NORTH CHICAGO,IL,60064.0,h1,,,,
2024,NORTH CHICAGO,IL,60064.0,h1,,,,
2024,RENO,NV,89501.0,h1,,,,
2024,BELOIT,WI,53511.0,h1,,,,
2024,HAYWARD,CA,94544.0,h1,,,,
2024,WALTHAM,MA,2453.0,h1,,,,
2024,WOBURN,MA,1801.0,h1,,,,
2024,BENTONVILLE,AR,72712.0,h1,,,,
2024,SAN FRANCISCO,CA,94111.0,h1,,,,
2024,CHANTILLY,VA,20151.0,h1,,,,
2024,NEW ALBANY,OH,43054.0,h1,,,,
2024,ITASCA,IL,60143.0,h1,,,,
2024,ABINGTON,PA,19001.0,h1,,,,
2024,NEW BRUNSWICK,NJ,8933.0,h1,,,,
2024,FREMONT,CA,94538.0,h1,,,,
2024,HOUSTON,TX,77064.0,h1,,,,
2024,NEW YORK,NY,10006.0,h1,,,,
2024,CHICAGO,IL,60604.0,h1,,,,
2024,IRVING,TX,75038.0,h1,,,,
2024,SAN FRANCISCO,CA,94107.0,h1,,,,
2024,IRVINE,CA,92606.0,h1,,,,
2024,CHELMSFORD,MA,1824.0,h1,,,,
2024,LAS VEGAS,NV,89129.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,PRINCETON,NJ,80540.0,h1,,,,
2024,ROCKVILLE,MD,20852.0,h1,,,,
2024,MILPITAS,CA,95035.0,h1,,,,
2024,NEW YORK,NY,10010.0,h1,,,,
2024,SAN FRANCISCO,CA,94104.0,h1,,,,
2024,KANSAS CITY,MO,64111.0,h1,,,,
2024,AMHERST,NY,14226.0,h1,,,,
2024,DALLAS,TX,75201.0,h1,,,,
2024,KATY,TX,77449.0,h1,,,,
2024,ATLANTA,GA,30318.0,h1,,,,
2024,DULUTH,GA,30097.0,h1,,,,
2024,BOSTON,MA,2110.0,h1,,,,
2024,BELLEVUE,WA,98005.0,h1,,,,
2024,BELLEVUE,WA,98005.0,h1,,,,
2024,FOOTHILL RANCH,CA,92610.0,h1,,,,
2024,NEW HYDE PARK,NY,11042.0,h1,,,,
2024,HERNDON,VA,20171.0,h1,,,,
2024,CHICAGO,IL,60661.0,h1,,,,
2024,CHICAGO,IL,60661.0,h1,,,,
2024,CHICAGO,IL,60661.0,h1,,,,
2024,CHICAGO,IL,60601.0,h1,,,,
2024,CHICAGO,IL,60661.0,h1,,,,
2024,MEMPHIS,TN,38119.0,h1,,,,
2024,ATLANTA,GA,30342.0,h1,,,,
2024,IRVING,TX,75063.0,h1,,,,
2024,IRVING,TX,75063.0,h1,,,,
2024,SOUTHLAKE,TX,76092.0,h1,,,,
2024,SOUTHLAKE,TX,76092.0,h1,,,,
2024,BRIDGEVILLE,PA,15017.0,h1,,,,
2024,FEASTERVILLE,PA,19053.0,h1,,,,
2024,PLYMOUTH MEETING,PA,19462.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,NEW YORK,NY,10017.0,h1,,,,
2024,NEW YORK,NY,10016.0,h1,,,,
2024,NEW YORK,NY,10004.0,h1,,,,
2024,DURHAM,NC,27703.0,h1,,,,
2024,HAUPPAUGE,NY,11788.0,h1,,,,
2024,MADISON,WI,53717.0,h1,,,,
2024,WINDSOR,CT,6095.0,h1,,,,
2024,STATE COLLEGE,PA,16803.0,h1,,,,
2024,PHILADELPHIA,PA,19106.0,h1,,,,
2024,PHILADELPHIA,PA,19106.0,h1,,,,
2024,CARROLLTON,TX,75006.0,h1,,,,
2024,GLENDALE,AZ,85304.0,h1,,,,
2024,SAN JOSE,CA,95131.0,h1,,,,
2024,CHANTILLY,VA,20151.0,h1,,,,
2024,HERNDON,VA,20171.0,h1,,,,
2024,MCLEAN,VA,22102.0,h1,,,,
2024,PISCATAWAY,NJ,8854.0,h1,,,,
2024,COLUMBIA,MD,21044.0,h1,,,,
2024,TEMPE,AZ,85282.0,h1,,,,
2024,ARLINGTON,VA,22202.0,h1,,,,
2024,SOMERSET,NJ,8873.0,h1,,,,
2024,LA PALMA,CA,90623.0,h1,,,,
2024,ELKHORN,NE,68022.0,h1,,,,
2024,UNION CITY,CA,94587.0,h1,,,,
2024,ST LOUIS,MO,63146.0,h1,,,,
2024,NORCROSS,GA,30092.0,h1,,,,
2024,SANTA CLARA,CA,95054.0,h1,,,,
2024,IRVINE,CA,92617.0,h1,,,,
2024,SUGAR LAND,TX,77478.0,h1,,,,
2024,IRVING,TX,75039.0,h1,,,,
2024,CARY,NC,27518.0,h1,,,,
2024,LONG ISLAND CITY,NY,11101.0,h1,,,,
2024,LONG ISLAND CITY,NY,11101.0,h1,,,,
2024,LIVONIA,MI,48152.0,h1,,,,
2024,CHADDS FORD,PA,19317.0,h1,,,,
2024,HANOVER,MD,21076.0,h1,,,,
2024,HANOVER,MD,21076.0,h1,,,,
2024,PARSIPPANY,NJ,7054.0,h1,,,,
2024,NEW YORK,NY,10010.0,h1,,,,
2024,DALLAS,TX,75244.0,h1,,,,
2024,NEWARK,NJ,7102.0,h1,,,,
2024,BRIDGEWATER,NJ,8807.0,h1,,,,
2024,MILFORD,CT,6460.0,h1,,,,
2024,FOSTER CITY,CA,94404.0,h1,,,,
2024,SANTA MONICA,CA,90404.0,h1,,,,
2024,MALDEN,MA,2148.0,h1,,,,
2024,SOUTHFIELD,MI,48075.0,h1,,,,
2024,CONYERS,GA,30012.0,h1,,,,
2024,CONYERS,GA,30012.0,h1,,,,
2024,SOMERVILLE,MA,2143.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,ATLANTA,GA,30326.0,h1,,,,
2024,BUFFALO,NY,14203.0,h1,,,,
2024,CONWAY,AR,72032.0,h1,,,,
2024,CONWAY,AR,72034.0,h1,,,,
2024,CHANTILLY,VA,20151.0,h1,,,,
2024,IRVING,TX,75038.0,h1,,,,
2024,HOUSTON,TX,77058.0,h1,,,,
2024,CHESTERFIELD,MO,63017.0,h1,,,,
2024,PHILADELPHIA,PA,19111.0,h1,,,,
2024,MONMOUTH JUNCTION,NJ,8852.0,h1,,,,
2024,NEW YORK,NY,10017.0,h1,,,,
2024,CHARLOTTE,NC,28262.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,CHICAGO,IL,60606.0,h1,,,,
2024,PALM CITY,FL,34990.0,h1,,,,
2024,NOVI,MI,48375.0,h1,,,,
2024,GARDEN CITY,NY,11530.0,h1,,,,
2024,SCOTTSDALE,AZ,85254.0,h1,,,,
2024,NEW YORK,NY,10036.0,h1,,,,
2024,IRVING,TX,75038.0,h1,,,,
2024,DUBLIN,CA,94568.0,h1,,,,
2024,FRISCO,TX,75035.0,h1,,,,
2024,NEW CASTLE,DE,19720.0,h1,,,,
2024,NEW YORK,NY,10022.0,h1,,,,
2024,MONMOUTH JUNCTION,NJ,8852.0,h1,,,,
2024,KATY,TX,77494.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,PORTLAND,OR,97217.0,h1,,,,
2024,PLYMOUTH,MI,48170.0,h1,,,,
2024,CHICAGO,IL,60601.0,h1,,,,
2024,CHICAGO,IL,60601.0,h1,,,,
2024,LEBANON,NH,3766.0,h1,,,,
2024,DUBLIN,CA,94568.0,h1,,,,
2024,IJAMSVILLE,MD,21754.0,h1,,,,
2024,FRESNO,CA,93721.0,h1,,,,
2024,BELLEVUE,WA,98005.0,h1,,,,
2024,SAN FRANCISCO,CA,94104.0,h1,,,,
2024,NEW YORK,NY,10016.0,h1,,,,
2024,NEW YORK,NY,10001.0,h1,,,,
2024,COLUMBUS,OH,43219.0,h1,,,,
2024,AUBURN HILLS,MI,48326.0,h1,,,,
2024,SAN JOSE,CA,95110.0,h1,,,,
2024,SAN JOSE,CA,95110.0,h1,,,,
2024,NEW YORK,NY,10007.0,h1,,,,
2024,ROSELAND,NJ,7068.0,h1,,,,
2024,ROSELAND,NJ,7068.0,h1,,,,
2024,ALPHARETTA,GA,30004.0,h1,,,,
2024,CHICAGO,IL,60603.0,h1,,,,
2024,PHOENIX,AZ,85027.0,h1,,,,
2024,ISELIN,NJ,8830.0,h1,,,,
2024,LEWIS CENTER,OH,43035.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,BELLEVUE,WA,98005.0,h1,,,,
2024,REDMOND,WA,98052.0,h1,,,,
2024,REDMOND,WA,98052.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,ALPHARETTA,GA,30005.0,h1,,,,
2024,BOCA RATON,FL,33431.0,h1,,,,
2024,NEW YORK,NY,10007.0,h1,,,,
2024,ALPHARETTA,GA,30005.0,h1,,,,
2024,VALENCIA,CA,91355.0,h1,,,,
2024,PEORIA,IL,61606.0,h1,,,,
2024,DEERFIELD,IL,60015.0,h1,,,,
2024,LITTLE ELM,TX,75068.0,h1,,,,
2024,DENVER,CO,80202.0,h1,,,,
2024,IRVING,TX,75039.0,h1,,,,
2024,COPPELL,TX,75019.0,h1,,,,
2024,LEWISVILLE,TX,75057.0,h1,,,,
2024,PISCATAWAY,NJ,8854.0,h1,,,,
2024,SAN DIEGO,CA,92154.0,h1,,,,
2024,SANTA CLARA,CA,95054.0,h1,,,,
2024,SANTA CLARA,CA,95054.0,h1,,,,
2024,ALBUQUERQUE,NM,87109.0,h1,,,,
2024,MCKINNEY,TX,75070.0,h1,,,,
2024,HOUSTON,TX,77054.0,h1,,,,
2024,IRVINE,CA,92618.0,h1,,,,
2024,PLAINSBORO,NJ,8536.0,h1,,,,
2024,NEW BRUNSWICK,NJ,8901.0,h1,,,,
2024,ASHBURN,VA,20147.0,h1,,,,
2024,NEW YORK,NY,10019.0,h1,,,,
2024,PITTSBURGH,PA,15235.0,h1,,,,
2024,ARLINGTON HEIGHTS,IL,60005.0,h1,,,,
2024,CORAL SPRINGS,FL,33067.0,h1,,,,
2024,HILLSBORO,OR,97124.0,h1,,,,
2024,SAN JOSE,CA,95134.0,h1,,,,
2024,MILL VALLEY,CA,94941.0,h1,,,,
2024,IRVINE,CA,92612.0,h1,,,,
2024,PLANO,TX,75023.0,h1,,,,
2024,HOUSTON,TX,77070.0,h1,,,,
2024,HARVEST,AL,35749.0,h1,,,,
2024,HIGHLANDS,TX,77562.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,ALTAMONTE SPRINGS,FL,32714.0,h1,,,,
2024,GAITHERSBURG,MD,20878.0,h1,,,,
2024,HERNDON,VA,20171.0,h1,,,,
2024,WESTON,MA,2493.0,h1,,,,
2024,FRISCO,TX,75035.0,h1,,,,
2024,OAK BROOK,IL,60523.0,h1,,,,
2024,FRAMINGHAM,MA,1701.0,h1,,,,
2024,EAST BRUNSWICK,NJ,8816.0,h1,,,,
2024,DALLAS,TX,75240.0,h1,,,,
2024,DALLAS,TX,75240.0,h1,,,,
2024,LOS ANGELES,CA,90015.0,h1,,,,
2024,REDMOND,WA,98052.0,h1,,,,
2024,EAST RUTHERFORD,NJ,7073.0,h1,,,,
2024,SILVER SPRING,MD,20910.0,h1,,,,
2024,SOUTH PLAINFIELD,NJ,7080.0,h1,,,,
2024,EDISON,NJ,8817.0,h1,,,,
2024,MOUNTAIN VIEW,CA,94041.0,h1,,,,
2024,DAYTONA BEACH,FL,32114.0,h1,,,,
2024,MIAMISBURG,OH,45342.0,h1,,,,
2024,SOUTH SAN FRANCISCO,CA,94080.0,h1,,,,
2024,ARLINGTON,VA,22203.0,h1,,,,
2024,INDIANAPOLIS,IN,46204.0,h1,,,,
2024,SANTA CLARA,CA,95054.0,h1,,,,
2024,WESTFORD,MA,1886.0,h1,,,,
2024,WOONSOCKET,RI,2895.0,h1,,,,
2024,WOONSOCKET,RI,2895.0,h1,,,,
2024,WOONSOCKET,RI,2895.0,h1,,,,
2024,MOUNTAIN VIEW,CA,94043.0,h1,,,,
2024,SPRING,TX,77381.0,h1,,,,
2024,THE WOODLANDS,TX,77381.0,h1,,,,
2024,BOSTON,MA,2210.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,NEW YORK,NY,10006.0,h1,,,,
2024,MADISON,WI,53705.0,h1,,,,
2024,BRENTWOOD,CA,94513.0,h1,,,,
2024,WATERTOWN,MA,2472.0,h1,,,,
2024,AUSTIN,TX,78746.0,h1,,,,
2024,PROVIDENCE,RI,2906.0,h1,,,,
2024,WILMINGTON,DE,19804.0,h1,,,,
2024,NEW YORK,NY,10120.0,h1,,,,
2024,NEW YORK,NY,10120.0,h1,,,,
2024,DENVER,CO,80210.0,h1,,,,
2024,SAN FRANCISCO,CA,94108.0,h1,,,,
2024,PFLUGERVILLE,TX,78660.0,h1,,,,
2024,BOSTON,MA,2114.0,h1,,,,
2024,WASHINGTON,DC,20006.0,h1,,,,
2024,COLUMBUS,GA,31999.0,h1,,,,
2024,SAN FRANCISCO,CA,94105.0,h1,,,,
2024,OAKLAND,CA,94612.0,h1,,,,
2024,RICHMOND,VA,23219.0,h1,,,,
2024,DALLAS,TX,75202.0,h1,,,,
2024,BLUE ASH,OH,45241.0,h1,,,,
2024,CINCINNATI,OH,45241.0,h1,,,,
2024,BOSTON,MA,2110.0,h1,,,,
2024,PISCATAWAY,NJ,8854.0,h1,,,,
2024,PARSIPPANY,NJ,7054.0,h1,,,,
2024,TEANECK,NJ,7666.0,h1,,,,
2024,FREMONT,CA,94538.0,h1,,,,
2024,IRVING,TX,75038.0,h1,,,,
2024,BALTIMORE,MD,21236.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,DULUTH,GA,30096.0,h1,,,,
2024,GLENDALE,CA,91203.0,h1,,,,
2024,LEXINGTON,MA,2421.0,h1,,,,
2024,MEDFORD,MA,2155.0,h1,,,,
2024,IRVING,TX,75038.0,h1,,,,
2024,HOUSTON,TX,77077.0,h1,,,,
2024,FAIRFAX,VA,22030.0,h1,,,,
2024,PLANO,TX,75024.0,h1,,,,
2024,SANTA CLARA,CA,95052.0,h1,,,,
2024,BALTIMORE,MD,21202.0,h1,,,,
2024,NORCROSS,GA,30092.0,h1,,,,
2024,MIDDLESEX,NJ,8846.0,h1,,,,
2024,RESTON,VA,20191.0,h1,,,,
2024,RESTON,VA,20191.0,h1,,,,
2024,WOODLAND HILLS,CA,91367.0,h1,,,,
2024,TANGENT,OR,97389.0,h1,,,,
2024,ATLANTA,GA,30328.0,h1,,,,
2024,CHICAGO,IL,60657.0,h1,,,,
2024,ALPHARETTA,GA,30022.0,h1,,,,
2024,MARRIOTTSVILLE,MD,21104.0,h1,,,,
2024,MCKINNEY,TX,75070.0,h1,,,,
2024,HAGERSTOWN,MD,21740.0,h1,,,,
2024,FOLSOM,CA,95630.0,h1,,,,
2024,LAS VEGAS,NV,89118.0,h1,,,,
2024,PHILADELPHIA,PA,19114.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,RICHMOND,VA,23235.0,h1,,,,
2024,CHICAGO,IL,60611.0,h1,,,,
2024,SALISBURY,NC,28147.0,h1,,,,
2024,SALISBURY,NC,28147.0,h1,,,,
2024,NEW YORK,NY,10038.0,h1,,,,
2024,MORRISTOWN,NJ,7960.0,h1,,,,
2024,MIAMI,FL,33186.0,h1,,,,
2024,CEDAR PARK,TX,78613.0,h1,,,,
2024,MIDDLETOWN,CT,6457.0,h1,,,,
2024,HOUSTON,TX,77065.0,h1,,,,
2024,UNIVERSITY CITY,MO,63130.0,h1,,,,
2024,FAIRFAX,VA,22030.0,h1,,,,
2024,HAGATNA,GU,96932.0,h1,,,,
2024,CHICAGO,IL,60611.0,h1,,,,
2024,WILMINGTON,DE,19804.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,PALM BEACH,FL,33480.0,h1,,,,
2024,LOS ANGELES,CA,90028.0,h1,,,,
2024,FRISCO,TX,75033.0,h1,,,,
2024,FRISCO,TX,75034.0,h1,,,,
2024,MENLO PARK,CA,94025.0,h1,,,,
2024,JERSEY CITY,NJ,7302.0,h1,,,,
2024,JERSEY CITY,NJ,7302.0,h1,,,,
2024,SAN JOSE,CA,95134.0,h1,,,,
2024,BELLEVUE,WA,98007.0,h1,,,,
2024,NEW YORK,NY,10017.0,h1,,,,
2024,ALLENTOWN,PA,18106.0,h1,,,,
2024,BENSENVILLE,IL,60106.0,h1,,,,
2024,MILWAUKEE,WI,53209.0,h1,,,,
2024,APPLETON,WI,54914.0,h1,,,,
2024,BOSTON,MA,2111.0,h1,,,,
2024,SAN FRANCISCO,CA,94103.0,h1,,,,
2024,HERNDON,VA,20171.0,h1,,,,
2024,HERNDON,VA,20171.0,h1,,,,
2024,FREMONT,CA,94538.0,h1,,,,
2024,HOUSTON,TX,77024.0,h1,,,,
2024,OKLAHOMA CITY,OK,73128.0,h1,,,,
2024,ELLICOTT CITY,MD,21043.0,h1,,,,
2024,SAN FRANCISCO,CA,94105.0,h1,,,,
2024,SAN FRANCISCO,CA,94111.0,h1,,,,
2024,PALO ALTO,CA,94303.0,h1,,,,
2024,SEYMOUR,IN,47274.0,h1,,,,
2024,MATAWAN,NJ,7747.0,h1,,,,
2024,N BRUNSWICK,NJ,8902.0,h1,,,,
2024,NORTH BRUNSWICK,NJ,8902.0,h1,,,,
2024,NEW YORK,NY,10038.0,h1,,,,
2024,AUSTIN,TX,78750.0,h1,,,,
2024,CHANTILLY,VA,20151.0,h1,,,,
2024,ROLLING MEADOWS,IL,60008.0,h1,,,,
2024,CANONSBURG,PA,15317.0,h1,,,,
2024,MONONGAHELA,PA,15063.0,h1,,,,
2024,CAMBRIDGE,MA,2142.0,h1,,,,
2024,SOUTH SAN FRANCISCO,CA,94080.0,h1,,,,
2024,GERMANTOWN,MD,20876.0,h1,,,,
2024,FREMONT,CA,94536.0,h1,,,,
2024,WASHINGTON,DC,20006.0,h1,,,,
2024,NASHUA,NH,3062.0,h1,,,,
2024,AUBURN HILLS,MI,48326.0,h1,,,,
2024,JACKSONVILLE,FL,32246.0,h1,,,,
2024,AUBURN HILLS,MI,48326.0,h1,,,,
2024,JACKSONVILLE,FL,32246.0,h1,,,,
2024,NEW HYDE PARK,NY,11040.0,h1,,,,
2024,LISLE,IL,60532.0,h1,,,,
2024,BOSTON,MA,2109.0,h1,,,,
2024,NEW YORK,NY,10012.0,h1,,,,
2024,BOSTON,MA,2210.0,h1,,,,
2024,ALLENTOWN,PA,18106.0,h1,,,,
2024,AKRON,OH,44307.0,h1,,,,
2024,MONMOUTH JUNCTION,NJ,8852.0,h1,,,,
2024,PLEASANTON,CA,94566.0,h1,,,,
2024,RESTON,VA,20190.0,h1,,,,
2024,CHICAGO,IL,60604.0,h1,,,,
2024,NASHVILLE,TN,37214.0,h1,,,,
2024,SAN FRANCISCO,CA,94133.0,h1,,,,
2024,HUNTSVILLE,AL,35811.0,h1,,,,
2024,BRIDGEWATER,NJ,8807.0,h1,,,,
2024,BURLINGTON,NC,27215.0,h1,,,,
2024,FREMONT,CA,94538.0,h1,,,,
2024,CEDAR PARK,TX,78613.0,h1,,,,
2024,KIRKLAND,WA,98034.0,h1,,,,
2024,SAN ANTONIO,TX,78216.0,h1,,,,
2024,FORT WORTH,TX,76107.0,h1,,,,
2024,MCLEAN,VA,22102.0,h1,,,,
2024,SEATTLE,WA,98188.0,h1,,,,
2024,TOK,AK,99780.0,h1,,,,
2024,REDWOOD CITY,CA,94065.0,h1,,,,
2024,BLAIRSTOWN,NJ,7825.0,h1,,,,
2024,ALBANY,NY,12208.0,h1,,,,
2024,BRONX,NY,10461.0,h1,,,,
2024,PHILADELPHIA,PA,19141.0,h1,,,,
2024,BOISE,ID,83706.0,h1,,,,
2024,ALBUQUERQUE,NM,87106.0,h1,,,,
2024,ALBUQUERQUE,NM,87112.0,h1,,,,
2024,SAN FRANCISCO,CA,94108.0,h1,,,,
2024,PITTSBURGH,PA,15212.0,h1,,,,
2024,FORT WORTH,TX,76134.0,h1,,,,
2024,FORT WORTH,TX,76134.0,h1,,,,
2024,DALLAS,TX,75231.0,h1,,,,
2024,FARGO,ND,58104.0,h1,,,,
2024,HOUSTON,TX,77073.0,h1,,,,
2024,NEWBURY PARK,CA,91320.0,h1,,,,
2024,THOUSAND OAKS,CA,91320.0,h1,,,,
2024,BETHESDA,MD,20814.0,h1,,,,
2024,OMAHA,NE,68154.0,h1,,,,
2024,OMAHA,NE,68122.0,h1,,,,
2024,HOUSTON,TX,77077.0,h1,,,,
2024,FREMONT,CA,94538.0,h1,,,,
2024,ALEXANDRIA,VA,22314.0,h1,,,,
2024,BOSTON,MA,2210.0,h1,,,,
2024,GAITHERSBURG,MD,20878.0,h1,,,,
2024,HENRICO,VA,23231.0,h1,,,,
2024,RICHMOND,VA,23231.0,h1,,,,
2024,MONTGOMERY,AL,36116.0,h1,,,,
2024,NEW YORK,NY,10001.0,h1,,,,
2024,HOUSTON,TX,77070.0,h1,,,,
2024,CHICAGO,IL,60601.0,h1,,,,
2024,ALFRED,NY,14802.0,h1,,,,
2024,AUSTIN,TX,78750.0,h1,,,,
2024,PRINCETON,NJ,8540.0,h1,,,,
2024,PALO ALTO,CA,94306.0,h1,,,,
2024,FAIRFAX,VA,22030.0,h1,,,,
2024,NEW YORK,NY,10005.0,h1,,,,
2024,SUNNYVALE,CA,94085.0,h1,,,,
2024,SUNNYVALE,CA,94085.0,h1,,,,
2024,MCKINNEY,TX,75072.0,h1,,,,
2024,IRVING,TX,75039.0,h1,,,,
2024,IRVING,TX,75062.0,h1,,,,
